,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
0,Vámonos Pa'l Monte,Vámonos Pa'l Monte,Eddie Palmieri,1986-12-31,426840,51,0.533,0.429,0.533,0.785,0.827,0.0882,-5.886,0.116,111.43,4
1,Bésame Mama,Conga Blue,Poncho Sanchez,1996-01-01,393106,43,0.758,0.275,0.758,0.424,0.796,0.102,-12.175,0.0529,108.099,4
2,Escucha El Ritmo,Across 110th Sreet,Spanish Harlem Orchestra,2005-01-01,352346,24,0.672,0.654,0.672,0.788,0.0425,0.035,-4.778,0.0357,134.437,4
3,La Hija De Lola,El Gigante del Teclado,Charlie Palmieri,1973-12-31,272066,37,0.723,0.257,0.723,0.67,0.00105,0.0918,-6.218,0.0425,100.341,4
4,Sofrito,Sofrito,Mongo Santamaria,1976-01-01,366200,49,0.644,0.275,0.644,0.519,0.0192,0.0793,-8.895,0.0373,117.739,4
5,Elegua,Cantos a los Orishas,Francisco Aguabella,2006-11-21,232120,22,0.493,0.563,0.493,0.722,0.0,0.301,-9.807,0.0468,95.266,3
6,Acid,Acid,Ray Barretto,1968-12-31,307173,51,0.555,0.0374,0.555,0.659,0.851,0.0788,-8.529,0.0575,159.063,4
7,Ali Baba,Ali Baba,Louie Ramirez,1968-12-31,255306,42,0.787,0.72,0.787,0.563,0.00262,0.0809,-7.943,0.0329,110.152,4
8,Cogele el Golpe,Descargas,Cachao,2016-03-14,165772,40,0.681,0.637,0.681,0.81,0.396,0.165,-5.688,0.104,94.18,4
9,Oye Cómo Va,El Rey Bravo,Tito Puente,1962-01-01,274018,59,0.658,0.747,0.658,0.738,0.00605,0.0624,-6.717,0.0315,123.261,4
10,Home Cookin',Enchantment,Hilton Ruiz,2006-01-01,209173,38,0.654,0.775,0.654,0.638,0.92,0.108,-8.999,0.0465,146.388,4
11,Bacalao Con Pan,Bacalao Con Pan,Irakere,2006-05-16,226600,27,0.45,0.12,0.45,0.767,0.676,0.531,-13.578,0.0817,118.767,4
12,Otra Oportunidad,Soneando Trombone [Singing Trombone],Jimmy Bosch,1998,343000,36,0.711,0.479,0.711,0.774,2.35e-06,0.173,-6.408,0.0584,90.275,4
13,Summertime,Worldwide,Giovanni Hidalgo,1993-01-01,425333,27,0.522,0.276,0.522,0.491,0.803,0.01,-13.573,0.0394,150.35,4
14,La Comparsa,New Conceptions,Chucho Valdés,2003-01-01,416933,39,0.491,0.383,0.491,0.658,0.772,0.111,-9.693,0.0516,105.56,4
15,Cómo Fue,The Best Of Paquito D'Rivera,Paquito D'Rivera,1981,291733,0,0.553,0.658,0.553,0.638,0.839,0.143,-8.383,0.031,96.092,4
16,Salchicha Con Huevos,Mo,Jimmy Sabater,2003-04-14,342760,40,0.665,0.473,0.665,0.565,0.000125,0.076,-9.2,0.0568,121.413,4
17,Y Yo Ganga,Perdido,Alegre All Stars,1977-01-01,489000,15,0.62,0.649,0.62,0.61,0.527,0.077,-12.026,0.0404,104.722,4
18,Desde El Fondo Del Rio,The Legend Of Cuban Percussion,Patato,2000,436920,21,0.507,0.101,0.507,0.678,0.908,0.0892,-11.887,0.0444,130.697,4
19,Descarga De Hoy,The Very Best Of ¡Cubanismo! ¡Mucho Gusto!,¡Cubanismo!,2001-11-13,404640,34,0.528,0.689,0.528,0.775,0.91,0.152,-6.816,0.034,109.245,4
20,Pa' Bravo Yo,Pa' Bravo Yo,Justo Betancourt,1972-06-12,224826,51,0.773,0.567,0.773,0.816,0.000413,0.132,-6.215,0.0385,92.031,4
21,Ay José,La Herencia,Machito,2009-03-19,194200,36,0.583,0.493,0.583,0.572,0.0,0.112,-12.34,0.0678,127.706,4
22,Mujer Divina,Greatest Hits,Joe Cuba,2008-12-31,295080,50,0.673,0.771,0.673,0.498,0.000173,0.0749,-6.434,0.0477,99.291,4
23,Son Cubano - Yo Soy El Son Cubano,Tanga,Mario Bauzá,2005-08-22,332026,24,0.546,0.742,0.546,0.781,0.0455,0.114,-7.38,0.0368,142.801,4
24,Vete Pa Ya,"Yesterday, Today and Tomorrow",New Swing Sextet,2018-12-19,440877,29,0.683,0.78,0.683,0.745,9.29e-05,0.0378,-6.327,0.0392,91.125,4
25,Inolvidable,From Tito With Love,Tito Rodriguez,1964-12-31,193853,46,0.257,0.739,0.257,0.378,6.12e-05,0.12,-9.61,0.0329,81.541,4
26,Cuchifrito,The Bronx Pyramid,Carlos Henriquez,2015-09-18,454291,35,0.546,0.571,0.546,0.535,0.846,0.108,-10.199,0.0561,80.789,4
27,Ácere Bonco,Típica 73 (Fania Original Remastered),Tipica 73,1973-01-01,273133,26,0.565,0.77,0.565,0.782,0.000223,0.204,-3.77,0.173,124.684,4
28,Un Tipo Con Suerte,Portrait Of A Stranger,Humberto Ramirez,1995-01-01,317666,8,0.841,0.366,0.841,0.654,0.0,0.0465,-8.761,0.0453,99.597,4
29,Tu Lo Sientes? (Do You Feel It?),Bustin' Out,Joe Cuba Sextet,1972-04-24,204746,42,0.453,0.802,0.453,0.525,0.0,0.318,-10.457,0.205,170.824,4
30,Quimbara,Celia & Johnny,Johnny Pacheco,1974-01-01,291946,63,0.6,0.741,0.6,0.633,0.0736,0.0478,-7.507,0.0667,120.627,4
31,Moon And Sand,New Horizons,Caribbean Jazz Project,2000-02-01,433680,15,0.401,0.933,0.401,0.398,0.919,0.103,-10.87,0.0296,91.908,4
32,The Last Bullfighter,The Last Bullfighter,Jazz On The Latin Side All Stars,2005-03-07,375426,19,0.627,0.556,0.627,0.704,0.679,0.237,-6.566,0.036,95.654,4
33,Isla Del Encanto,Pasaporte,Orquesta Broadway,2006-03-29,267093,34,0.43,0.6,0.43,0.524,0.0,0.241,-10.255,0.0375,90.724,4
